,date,time,latitude,longitude,type,depth,depth_error,depth_seismic_stations,magnitude,magnitude_type,magnitude_error,magnitude_seismic_stations,azimuthal_gap,horizontal_distance,horizontal_error,root_mean_square,id,source,location_source,magnitude_source,status,geocode_data,city,country,latlng,year
800,8/16/2009,22:03:09,-17.936,-179.399,Earthquake,626.5,4.5,232.0,5.5,MWB,,,35.8,,,0.75,USP000H0GF,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Lau', 'short_name': 'Lau', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Eastern Division', 'short_name': 'Eastern Division', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Fiji', 'short_name': 'FJ', 'types': ['country', 'political']}], 'formatted_address': 'Lau, Fiji', 'geometry': {'bounds': {'northeast': {'lat': -16.9333326, 'lng': -177.956543}, 'southwest': {'lat': -20.7150152, 'lng': 179.1595458}}, 'location': {'lat': -18.806656, 'lng': -179.3985283}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -16.9333326, 'lng': -177.956543}, 'southwest': {'lat': -20.7150152, 'lng': 179.1595458}}}, 'place_id': 'ChIJ53pb_x0A43ERO8q1jIF2TRw', 'types': ['administrative_area_level_2', 'political']}",Lau,Fiji,"-17.936,-179.399",2009
801,8/17/2009,0:05:49,23.500999999999998,123.499,Earthquake,20.0,,345.0,6.7,MWC,,,13.5,,,1.01,USP000H0GM,US,US,GCMT,Reviewed,{},,,"23.501,123.499",2009
802,8/17/2009,10:10:57,23.426,123.516,Earthquake,15.0,,350.0,6.1,MWC,,,15.9,,,0.92,USP000H0H9,US,US,GCMT,Reviewed,{},,,"23.426,123.516",2009
803,8/17/2009,10:15:05,23.418000000000003,123.711,Earthquake,10.0,,135.0,5.7,MWC,,,43.5,,,1.11,USP000H0HA,US,US,GCMT,Reviewed,{},,,"23.418,123.711",2009
804,8/18/2009,17:50:34,-0.9109999999999999,97.95,Earthquake,10.0,,148.0,5.9,MWB,,,24.6,,,1.12,USP000H0M1,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-0.911,97.95",2009
805,8/18/2009,17:59:14,-6.632999999999999,154.56799999999998,Earthquake,35.0,,123.0,5.6,MWC,,,41.9,,,1.17,USP000H0M3,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}, 'location': {'lat': -6.314992999999999, 'lng': 143.95555}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}}, 'place_id': 'ChIJr54Ov6_oWWgRehKcjg3l8No', 'types': ['country', 'political']}",,Papua New Guinea,"-6.633,154.568",2009
806,8/18/2009,21:20:48,-26.064,-178.391,Earthquake,269.8,,337.0,6.3,MWC,,,29.6,,,0.85,USP000H0M7,US,US,US,Reviewed,{},,,"-26.064,-178.391",2009
807,8/19/2009,2:55:08,-1.3659999999999999,99.37100000000001,Earthquake,10.0,,301.0,5.5,MWC,,,25.0,,,1.0,USP000H0MR,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-1.366,99.371",2009
808,8/20/2009,6:35:04,72.2,0.9440000000000001,Earthquake,6.0,,465.0,6.0,MWC,,,22.8,,,0.93,USP000H0NU,US,US,US,Reviewed,{},,,"72.2,0.944",2009
809,8/21/2009,11:15:39,-22.539,171.239,Earthquake,10.0,,94.0,5.7,MWB,,,102.3,,,1.02,USP000H0Q4,US,US,US,Reviewed,{},,,"-22.539,171.239",2009
810,8/23/2009,11:44:31,2.483,127.07700000000001,Earthquake,35.0,,155.0,5.5,MWC,,,24.1,,,0.87,USP000H0SJ,US,US,GCMT,Reviewed,{},,,"2.483,127.077",2009
811,8/27/2009,20:10:33,45.501999999999995,153.73,Earthquake,16.1,9.0,327.0,5.5,MWB,,,42.0,,,0.76,USP000H0Y1,US,US,US,Reviewed,{},,,"45.502,153.73",2009
812,8/28/2009,1:51:20,-7.146,123.427,Earthquake,642.4,,350.0,6.9,MWC,,,19.5,,,0.84,USP000H0Y7,US,US,US,Reviewed,{},,,"-7.146,123.427",2009
813,8/28/2009,1:52:07,37.696,95.71799999999999,Earthquake,13.0,,351.0,6.3,MWC,,,30.5,,,0.81,USP000H0Y8,US,US,GCMT,Reviewed,{},,,"37.696,95.718",2009
814,8/28/2009,2:14:56,37.646,95.709,Earthquake,4.0,10.2,298.0,5.6,MB,,127.0,17.5,,,0.9,USP000H0YA,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Haixi Mengguzuzangzuzizhizhou', 'short_name': 'Haixi Mengguzuzangzuzizhizhou', 'types': ['locality', 'political']}, {'long_name': 'Qinghai Sheng', 'short_name': 'Qinghai Sheng', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'China', 'short_name': 'CN', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Haixi Mengguzuzangzuzizhizhou, Qinghai Sheng, China', 'geometry': {'bounds': {'northeast': {'lat': 37.606833, 'lng': 95.6784787}, 'southwest': {'lat': 37.5893856, 'lng': 95.6771316}}, 'location': {'lat': 37.5982258, 'lng': 95.6771777}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 37.606833, 'lng': 95.67915413029151}, 'southwest': {'lat': 37.5893856, 'lng': 95.67645616970849}}}, 'place_id': 'ChIJQdB5AjAcvTcRos0ecH5XzEE', 'types': ['route']}",Haixi Mengguzuzangzuzizhizhou,China,"37.646,95.709",2009
815,8/28/2009,2:16:08,37.679,95.76700000000001,Earthquake,16.4,9.0,218.0,5.6,MB,,124.0,20.2,,,0.75,USP000H0YB,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Haixi Mengguzuzangzuzizhizhou', 'short_name': 'Haixi Mengguzuzangzuzizhizhou', 'types': ['locality', 'political']}, {'long_name': 'Qinghai Sheng', 'short_name': 'Qinghai Sheng', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'China', 'short_name': 'CN', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Haixi Mengguzuzangzuzizhizhou, Qinghai Sheng, China', 'geometry': {'bounds': {'northeast': {'lat': 37.606833, 'lng': 95.6784787}, 'southwest': {'lat': 37.5893856, 'lng': 95.6771316}}, 'location': {'lat': 37.5982258, 'lng': 95.6771777}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 37.606833, 'lng': 95.67915413029151}, 'southwest': {'lat': 37.5893856, 'lng': 95.67645616970849}}}, 'place_id': 'ChIJQdB5AjAcvTcRos0ecH5XzEE', 'types': ['route']}",Haixi Mengguzuzangzuzizhizhou,China,"37.679,95.767",2009
816,8/30/2009,14:51:33,-15.222999999999999,-172.571,Earthquake,11.0,,431.0,6.6,MWC,,,20.9,,,1.04,USP000H121,US,US,US,Reviewed,{},,,"-15.223,-172.571",2009
817,8/31/2009,10:15:30,37.606,95.831,Earthquake,6.0,,347.0,5.8,MWC,,,26.3,,,0.91,USP000H134,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': '315??', 'short_name': '315??', 'types': ['route']}, {'long_name': 'Haixi Mengguzuzangzuzizhizhou', 'short_name': 'Haixi Mengguzuzangzuzizhizhou', 'types': ['locality', 'political']}, {'long_name': 'Qinghai Sheng', 'short_name': 'Qinghai Sheng', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'China', 'short_name': 'CN', 'types': ['country', 'political']}], 'formatted_address': 'China, Qinghai Sheng, Haixi Mengguzuzangzuzizhizhou, 315??', 'geometry': {'bounds': {'northeast': {'lat': 37.5254338, 'lng': 95.8007224}, 'southwest': {'lat': 37.5110897, 'lng': 95.75829259999999}}, 'location': {'lat': 37.51677919999999, 'lng': 95.778821}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 37.5254338, 'lng': 95.8007224}, 'southwest': {'lat': 37.5110897, 'lng': 95.75829259999999}}}, 'place_id': 'ChIJ4UsbzIzgvDcR6iGJ7dpEraU', 'types': ['route']}",Haixi Mengguzuzangzuzizhizhou,China,"37.606,95.831",2009
818,9/2/2009,7:55:01,-7.782,107.29700000000001,Earthquake,46.0,,312.0,7.0,MWC,,,16.3,,,0.89,USP000H152,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-7.782,107.297",2009
819,9/2/2009,8:02:21,-7.817,107.39299999999999,Earthquake,51.8,12.3,53.0,5.5,MB,,3.0,30.1,,,0.97,USP000H153,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-7.817,107.393",2009
820,9/2/2009,18:00:09,-29.395,-178.956,Earthquake,257.0,,378.0,6.2,MWB,,,24.6,,,1.06,USP000H15R,US,US,US,Reviewed,{},,,"-29.395,-178.956",2009
821,9/3/2009,13:26:18,31.14,130.014,Earthquake,163.0,,460.0,6.2,MWC,,,20.7,,,1.0,USP000H16F,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Japan', 'short_name': 'JP', 'types': ['country', 'political']}], 'formatted_address': 'Japan', 'geometry': {'bounds': {'northeast': {'lat': 45.6412626, 'lng': 154.0031455}, 'southwest': {'lat': 20.3585295, 'lng': 122.8554688}}, 'location': {'lat': 36.204824, 'lng': 138.252924}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 45.6412626, 'lng': 154.0031455}, 'southwest': {'lat': 20.3585295, 'lng': 122.8554688}}}, 'place_id': 'ChIJLxl_1w9OZzQRRFJmfNR1QvU', 'types': ['country', 'political']}",,Japan,"31.14,130.014",2009
822,9/3/2009,19:51:07,24.331999999999997,94.669,Earthquake,95.0,,358.0,5.9,MWC,,,14.3,,,0.83,USP000H16N,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Ahnawyahtar Road', 'short_name': 'Ahnawyahtar Rd', 'types': ['route']}, {'long_name': 'Paungbyin', 'short_name': 'Paungbyin', 'types': ['locality', 'political']}, {'long_name': 'Sagaing Region', 'short_name': 'Sagaing Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Myanmar (Burma)', 'short_name': 'MM', 'types': ['country', 'political']}], 'formatted_address': 'Ahnawyahtar Rd, Paungbyin, Myanmar (Burma)', 'geometry': {'bounds': {'northeast': {'lat': 24.2693338, 'lng': 94.8118009}, 'southwest': {'lat': 24.2662197, 'lng': 94.8052311}}, 'location': {'lat': 24.2676269, 'lng': 94.8085959}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 24.2693338, 'lng': 94.8118009}, 'southwest': {'lat': 24.2662197, 'lng': 94.8052311}}}, 'place_id': 'ChIJM8MLBv3tSTcRppHLkOL0TTg', 'types': ['route']}",Paungbyin,Myanmar (Burma),"24.332,94.669",2009
823,9/5/2009,3:58:39,-15.120999999999999,-70.248,Earthquake,210.2,,363.0,5.8,MWC,,,60.0,,,0.91,USP000H18A,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Cusco-Juliaca Railroad', 'short_name': 'Cusco-Juliaca Railroad', 'types': ['route']}, {'long_name': 'Puno', 'short_name': 'Puno', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Peru', 'short_name': 'PE', 'types': ['country', 'political']}], 'formatted_address': 'Cusco-Juliaca Railroad, Peru', 'geometry': {'bounds': {'northeast': {'lat': -15.1320566, 'lng': -70.2796322}, 'southwest': {'lat': -15.1647144, 'lng': -70.2948833}}, 'location': {'lat': -15.1482626, 'lng': -70.2871881}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -15.1320566, 'lng': -70.2796322}, 'southwest': {'lat': -15.1647144, 'lng': -70.2948833}}}, 'place_id': 'ChIJMeRB-aDbZ5ER56diJhCa8c4', 'types': ['route']}",Puno,Peru,"-15.121,-70.248",2009
824,9/6/2009,21:49:42,41.483000000000004,20.387999999999998,Earthquake,3.0,,372.0,5.5,MWC,,,21.0,,,1.12,USP000H19N,US,US,US,Reviewed,{},,,"41.483,20.388",2009
825,9/7/2009,16:12:23,-10.198,110.62799999999999,Earthquake,23.0,,349.0,6.2,MWC,,,21.6,,,0.81,USP000H1AF,US,US,US,Reviewed,{},,,"-10.198,110.628",2009
826,9/7/2009,22:41:37,42.66,43.443000000000005,Earthquake,15.0,,309.0,6.0,MWC,,,32.0,,,0.75,USP000H1AR,US,US,GCMT,Reviewed,{},,,"42.66,43.443",2009
827,9/8/2009,18:51:23,1.1179999999999999,120.897,Earthquake,22.5,,167.0,5.8,MWC,,,19.8,,,0.83,USP000H1BV,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Tinigi', 'short_name': 'Tinigi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Galang', 'short_name': 'Galang', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Toli-Toli', 'short_name': 'Kabupaten Toli-Toli', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Sulawesi Tengah', 'short_name': 'Sulawesi Tengah', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '94561', 'short_name': '94561', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Tinigi, Galang, Kabupaten Toli-Toli, Sulawesi Tengah 94561, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 1.1332611, 'lng': 120.8964761}, 'southwest': {'lat': 1.1304448, 'lng': 120.8715351}}, 'location': {'lat': 1.1316425, 'lng': 120.8841001}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 1.1332611, 'lng': 120.8964761}, 'southwest': {'lat': 1.1304448, 'lng': 120.8715351}}}, 'place_id': 'ChIJ2wKG488pcTIRDC22LBwvioI', 'types': ['route']}",Kabupaten Toli-Toli,Indonesia,"1.118,120.897",2009
828,9/9/2009,8:06:33,2.408,126.012,Earthquake,106.9,4.9,175.0,5.7,MWC,,,20.1,,,0.95,USP000H1C9,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"2.408,126.012",2009
829,9/10/2009,2:46:50,48.317,154.192,Earthquake,36.0,,470.0,6.0,MWC,,,28.7,,,0.81,USP000H1CV,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}], 'formatted_address': 'Russia', 'geometry': {'bounds': {'northeast': {'lat': 82.1673907, 'lng': -168.97788}, 'southwest': {'lat': 41.185353, 'lng': 19.6160999}}, 'location': {'lat': 61.52401, 'lng': 105.318756}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 70, 'lng': 179}, 'southwest': {'lat': 40, 'lng': 27}}}, 'place_id': 'ChIJ-yRniZpWPEURE_YRZvj9CRQ', 'types': ['country', 'political']}",,Russia,"48.317,154.192",2009
830,9/10/2009,19:46:04,-29.926,-111.824,Earthquake,10.0,,157.0,5.5,MWC,,,38.6,,,0.77,USP000H1DC,US,US,GCMT,Reviewed,{},,,"-29.926,-111.824",2009
831,9/11/2009,8:49:12,48.294,154.23,Earthquake,35.0,,427.0,5.6,MWC,,,35.1,,,0.81,USP000H1EE,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Russia', 'short_name': 'RU', 'types': ['country', 'political']}], 'formatted_address': 'Russia', 'geometry': {'bounds': {'northeast': {'lat': 82.1673907, 'lng': -168.97788}, 'southwest': {'lat': 41.185353, 'lng': 19.6160999}}, 'location': {'lat': 61.52401, 'lng': 105.318756}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 70, 'lng': 179}, 'southwest': {'lat': 40, 'lng': 27}}}, 'place_id': 'ChIJ-yRniZpWPEURE_YRZvj9CRQ', 'types': ['country', 'political']}",,Russia,"48.294,154.23",2009
832,9/12/2009,20:06:25,10.709000000000001,-67.92699999999999,Earthquake,14.0,,508.0,6.4,MWC,,,18.3,,,1.24,USP000H1FU,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Venezuela', 'short_name': 'VE', 'types': ['country', 'political']}], 'formatted_address': 'Venezuela', 'geometry': {'bounds': {'northeast': {'lat': 12.6886, 'lng': -59.805666}, 'southwest': {'lat': 0.6475291, 'lng': -73.35155809999999}}, 'location': {'lat': 6.42375, 'lng': -66.58973}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 12.770409, 'lng': -59.80378}, 'southwest': {'lat': 0.5438179, 'lng': -73.4255611}}}, 'place_id': 'ChIJAdjLNstTKIwR003VfFjyoNw', 'types': ['country', 'political']}",,Venezuela,"10.709,-67.927",2009
833,9/17/2009,23:21:39,-29.144000000000002,-112.26700000000001,Earthquake,10.0,,299.0,6.2,MWC,,,38.7,,,0.94,USP000H1M3,US,US,US,Reviewed,{},,,"-29.144,-112.267",2009
834,9/18/2009,6:23:53,12.616,120.429,Earthquake,12.0,,294.0,5.9,MWB,,,29.9,,,1.07,USP000H1MH,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Philippines', 'geometry': {'bounds': {'northeast': {'lat': 21.2412572, 'lng': 127.6444784}, 'southwest': {'lat': 4.2259, 'lng': 116.1474999}}, 'location': {'lat': 12.879721, 'lng': 121.774017}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 19.7610407, 'lng': 130.6600275}, 'southwest': {'lat': 3.6346296, 'lng': 114.583481}}}, 'place_id': 'ChIJY96HXyFTQDIRV9opeu-QR3g', 'types': ['country', 'political']}",,Philippines,"12.616,120.429",2009
835,9/18/2009,11:53:48,6.513,124.715,Earthquake,10.0,,88.0,5.7,MWC,,,40.4,,,1.13,USP000H1MU,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Norala', 'short_name': 'Norala', 'types': ['locality', 'political']}, {'long_name': 'South Cotabato', 'short_name': 'South Cotabato', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Region XII', 'short_name': 'SOCCSKSARGEN', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Norala, South Cotabato, Philippines', 'geometry': {'bounds': {'northeast': {'lat': 6.5142666, 'lng': 124.7147571}, 'southwest': {'lat': 6.514091000000001, 'lng': 124.7147445}}, 'location': {'lat': 6.514178, 'lng': 124.7147479}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 6.515527780291503, 'lng': 124.7160997802915}, 'southwest': {'lat': 6.512829819708498, 'lng': 124.7134018197085}}}, 'place_id': 'ChIJdwa3uBsb-DIRprdecd1b-uc', 'types': ['route']}",Norala,Philippines,"6.513,124.715",2009
836,9/18/2009,18:34:22,1.755,127.189,Earthquake,92.7,,179.0,5.8,MWC,,,40.5,,,0.95,USP000H1N0,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"1.755,127.189",2009
837,9/18/2009,18:46:08,19.269000000000002,-108.48100000000001,Earthquake,10.0,,200.0,5.6,MWB,,,123.0,,,0.92,USP000H1N1,US,US,US,Reviewed,{},,,"19.269,-108.481",2009
838,9/18/2009,23:06:58,-9.138,115.59299999999999,Earthquake,79.0,4.8,375.0,5.7,MWC,,,24.0,,,1.09,USP000H1N7,US,US,US,Reviewed,{},,,"-9.138,115.593",2009
839,9/21/2009,8:30:14,71.03699999999999,-7.67,Earthquake,10.0,,301.0,5.6,MWC,,,45.1,,,0.83,USP000H1R2,US,US,GCMT,Reviewed,{},,,"71.037,-7.67",2009
840,9/21/2009,8:53:06,27.331999999999997,91.43700000000001,Earthquake,14.0,,259.0,6.1,MWB,,,45.4,,,0.98,USP000H1R4,US,US,US,Reviewed,{},,,"27.332,91.437",2009
841,9/21/2009,19:38:42,20.404,94.79299999999999,Earthquake,84.2,,299.0,5.7,MWC,,,31.7,,,0.76,USP000H1RN,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Kon Zaung', 'short_name': 'Kon Zaung', 'types': ['locality', 'political']}, {'long_name': 'Magway Region', 'short_name': 'Magway Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Myanmar (Burma)', 'short_name': 'MM', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Kon Zaung, Myanmar (Burma)', 'geometry': {'bounds': {'northeast': {'lat': 20.4179236, 'lng': 94.77407459999999}, 'southwest': {'lat': 20.4176823, 'lng': 94.76772559999999}}, 'location': {'lat': 20.4176823, 'lng': 94.7709038}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 20.4191519302915, 'lng': 94.77407459999999}, 'southwest': {'lat': 20.4164539697085, 'lng': 94.76772559999999}}}, 'place_id': 'ChIJR65ypwc3tjARtnzpptfHkN4', 'types': ['route']}",Kon Zaung,Myanmar (Burma),"20.404,94.793",2009
842,9/22/2009,4:38:12,-3.775,141.958,Earthquake,58.8,7.8,120.0,5.6,MWC,,,25.7,,,0.94,USP000H1RT,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'West Sepik Province', 'short_name': 'West Sepik Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'West Sepik Province, Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -2.6042258, 'lng': 143.1048729}, 'southwest': {'lat': -5.370609, 'lng': 140.9999994}}, 'location': {'lat': -3.7126179, 'lng': 141.6834275}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -2.6042258, 'lng': 143.1048729}, 'southwest': {'lat': -5.370609, 'lng': 140.9999994}}}, 'place_id': 'ChIJG2awIDL1Q2gREKXi5drZ95Q', 'types': ['administrative_area_level_1', 'political']}",West Sepik Province,Papua New Guinea,"-3.775,141.958",2009
